insert, 1.000000, 1.000000, 1.000000, 0.000000
merge, 1.000000, 0.000000, 0.000000, 0.000000
quick, 1.000000, 0.000000, 0.000000, 0.000000
hybrid, 1.000000, 1.000000, 1.000000, 0.000000
insert, 2.000000, 2.000000, 2.000000, 0.000000
merge, 2.000000, 1.000000, 0.000000, 0.000000
quick, 2.000000, 1.000000, 3.000000, 0.000000
hybrid, 2.000000, 2.000000, 2.000000, 0.000000
insert, 3.000000, 4.000000, 4.000000, 0.000000
merge, 3.000000, 3.000000, 0.000000, 0.000000
quick, 3.000000, 2.000000, 3.000000, 0.000000
hybrid, 3.000000, 4.000000, 4.000000, 0.000000
insert, 4.000000, 6.000000, 6.000000, 0.000000
merge, 4.000000, 5.000000, 0.000000, 0.000000
quick, 4.000000, 5.000000, 8.000000, 0.000000
hybrid, 4.000000, 6.000000, 6.000000, 0.000000
insert, 5.000000, 7.000000, 7.000000, 0.000000
merge, 5.000000, 8.000000, 0.000000, 0.000000
quick, 5.000000, 6.000000, 8.000000, 0.000000
hybrid, 5.000000, 7.000000, 7.000000, 0.000000
insert, 6.000000, 11.000000, 11.000000, 0.000000
merge, 6.000000, 10.000000, 0.000000, 0.000000
quick, 6.000000, 8.000000, 10.000000, 0.000000
hybrid, 6.000000, 11.000000, 11.000000, 0.000000
insert, 7.000000, 15.000000, 15.000000, 0.000000
merge, 7.000000, 14.000000, 0.000000, 0.000000
quick, 7.000000, 12.000000, 12.000000, 0.000000
hybrid, 7.000000, 15.000000, 15.000000, 0.000000
insert, 8.000000, 18.000000, 18.000000, 0.000000
merge, 8.000000, 17.000000, 0.000000, 0.000000
quick, 8.000000, 15.000000, 19.000000, 0.000000
hybrid, 8.000000, 18.000000, 18.000000, 0.000000
insert, 9.000000, 25.000000, 25.000000, 0.000000
merge, 9.000000, 20.000000, 0.000000, 0.000000
quick, 9.000000, 20.000000, 21.000000, 0.000000
hybrid, 9.000000, 25.000000, 25.000000, 0.000000
insert, 10.000000, 27.000000, 27.000000, 0.000000
merge, 10.000000, 25.000000, 0.000000, 0.000000
quick, 10.000000, 22.000000, 22.000000, 0.000000
hybrid, 10.000000, 27.000000, 27.000000, 0.000000
insert, 11.000000, 38.000000, 38.000000, 0.000000
merge, 11.000000, 27.000000, 0.000000, 0.000000
quick, 11.000000, 27.000000, 24.000000, 0.000000
hybrid, 11.000000, 38.000000, 38.000000, 0.000000
insert, 12.000000, 45.000000, 45.000000, 0.000000
merge, 12.000000, 31.000000, 0.000000, 0.000000
quick, 12.000000, 27.000000, 28.000000, 0.000000
hybrid, 12.000000, 45.000000, 45.000000, 0.000000
insert, 13.000000, 49.000000, 49.000000, 0.000000
merge, 13.000000, 37.000000, 0.000000, 0.000000
quick, 13.000000, 37.000000, 26.000000, 0.000000
hybrid, 13.000000, 49.000000, 49.000000, 0.000000
insert, 14.000000, 52.000000, 52.000000, 0.000000
merge, 14.000000, 41.000000, 0.000000, 0.000000
quick, 14.000000, 42.000000, 44.000000, 0.000000
hybrid, 14.000000, 52.000000, 52.000000, 0.000000
insert, 15.000000, 67.000000, 67.000000, 0.000000
merge, 15.000000, 44.000000, 0.000000, 0.000000
quick, 15.000000, 41.000000, 32.000000, 0.000000
hybrid, 15.000000, 67.000000, 67.000000, 0.000000
insert, 16.000000, 73.000000, 73.000000, 0.000000
merge, 16.000000, 48.000000, 0.000000, 0.000000
quick, 16.000000, 45.000000, 51.000000, 0.000000
hybrid, 16.000000, 73.000000, 73.000000, 0.000000
insert, 17.000000, 88.000000, 88.000000, 0.000000
merge, 17.000000, 53.000000, 0.000000, 0.000000
quick, 17.000000, 56.000000, 51.000000, 0.000000
hybrid, 17.000000, 88.000000, 88.000000, 0.000000
insert, 18.000000, 90.000000, 90.000000, 0.000000
merge, 18.000000, 58.000000, 0.000000, 0.000000
quick, 18.000000, 67.000000, 64.000000, 0.000000
hybrid, 18.000000, 90.000000, 90.000000, 0.000000
insert, 19.000000, 98.000000, 98.000000, 0.000000
merge, 19.000000, 64.000000, 0.000000, 0.000000
quick, 19.000000, 90.000000, 92.000000, 0.000000
hybrid, 19.000000, 98.000000, 98.000000, 0.000000
insert, 20.000000, 101.000000, 101.000000, 0.000000
